Reporting org id,Reporting org name,Reporting org type,Provider org id,Provider org name,Provider org type,Receiver org id,Receiver org name,Receiver org type,Humanitarian?,Strict?,Transaction direction,Total money
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,g81164105,FUNDACIÓN ACCION CONTRA EL HAMBRE,,1,0,outgoing,602343
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,g82257064,FUNDACIÓN AYUDA EN ACCIÓN,60,0,0,outgoing,28985
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,g78096187,FUNDACIÓN CODESPA,,0,0,outgoing,485052
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,g14894158,Fundación Universidad Loyola Andalu,,0,0,outgoing,334418
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,,Grupo Ecológico Sierra Gorda IAP,,0,0,outgoing,75293
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,6390689-9,Instituto de Salud Incluyente (ISIS,,0,0,outgoing,645780
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,dr ma,MINISTERIO DE AGRICULTURA,40,0,0,outgoing,295188
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,0000000000000,MINISTERIO FINANZAS CABO VERDE,,0,0,outgoing,217559
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,,MIPROS,,0,0,outgoing,375694
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,cv000a3333333m,MinMar,,0,0,outgoing,104406
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,,RED-ADELCO COLOMBIA,,0,0,outgoing,369409
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,,Red Internacional para el Bambú,,0,0,outgoing,344034
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,,Sin asignar,,0,0,outgoing,0
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,q4118001i,UNIVERSIDAD DE SEVILLA,,0,0,outgoing,406450
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,q4718001c,UNIVERSIDAD DE VALLADOLID,,0,0,outgoing,295911
xm-dac-50-21,AECID Spanish Agency for International Development Cooperation,10,,,,q5018001g,UNIVERSIDAD DE ZARAGOZA,,0,0,outgoing,339856
fr-3,AFD,10,,,,,AGENCE FRANCAISE DE DEVELOPPEMENT,,0,0,outgoing,3511013
fr-3,AFD,10,,,,,AGRICULTEURS FRANCAIS DEVELOPPEMENT INTERNATIONAL,,0,0,outgoing,3335334
fr-3,AFD,10,,,,,AGRISUD INTERNATIONAL,,0,0,outgoing,1626134
fr-3,AFD,10,,,,,APDRA PISCICULTURE PAYSANNE,,0,0,outgoing,774748
fr-3,AFD,10,,,,,ASSOCIATION FERT,,0,0,outgoing,2948721
fr-3,AFD,10,,,,,ASSOCIATION POUR DROIT A L'INITIATIVE ECONOMIQUE,,0,0,outgoing,319980
fr-3,AFD,10,,,,,ASSOCIATION UNIVERS SEL,,0,0,outgoing,394642
fr-3,AFD,10,,,,,Acting for Life (ex Groupe Développement),,0,0,outgoing,2375392
fr-3,AFD,10,,,,fr-rcs-31899089200065,Action Contre la Faim,21,0,0,outgoing,2473002
fr-3,AFD,10,,,,,Alliance for Int Med Action,,0,0,outgoing,232887
fr-3,AFD,10,,,,,CARE FRANCE,,0,0,outgoing,5663646
fr-3,AFD,10,,,,,CENTRE ACTIONS ET REALISATIONS INTERNATIONALES,,0,0,outgoing,586630
fr-3,AFD,10,,,,,CIRAD DG,,0,0,outgoing,339751
fr-3,AFD,10,,,,,COMITE DE COOPERATION AVEC LE LAOS,,0,0,outgoing,266650
fr-3,AFD,10,,,,,COMMUNAUTE ECONOMIQUE DES ETATS DE L'AFRIQUE,,0,0,outgoing,1670270
fr-3,AFD,10,,,,,CREDIT AGRICOLE DU MAROC,,0,0,outgoing,517219
fr-3,AFD,10,,,,,Conseil régional auvergne rhone alpes,,0,0,outgoing,194825
fr-3,AFD,10,,,,,DEUTSCHE GESELLSCHAFT FUR INTERNAT ZUSAMMENARBEI,,0,0,outgoing,4857968
fr-3,AFD,10,,,,,EMPOW¿HER GLOBAL,,0,0,outgoing,252548
fr-3,AFD,10,,,,,ENTREPRENEURS DU MONDE,,0,0,outgoing,474854
fr-3,AFD,10,,,,,Echanges avec Dogondoutchi Niger,,0,0,outgoing,226161
fr-3,AFD,10,,,,,Elevages Sans Frontières,,0,0,outgoing,133325
fr-3,AFD,10,,,,,Envol Vert,,0,0,outgoing,84373
fr-3,AFD,10,,,,,FONDS INTERNATIONAL DE DEVELOPPEMENT AGRICOLE,,0,0,outgoing,4077010
fr-3,AFD,10,,,,,GROUPE DE RECHERCHE ET DEVELOPPEMENT RURAL (GRDR),,0,0,outgoing,1104660
fr-3,AFD,10,,,,,GROUPE RECHERCHES ECHANGES TECHNOLOGIQUES,,0,0,outgoing,4134726
fr-3,AFD,10,,,,xm-dac-41122-vn-241437,INTERNATIONAL INSTITUTE OF TROPICAL AGRICULTURE,21,0,0,outgoing,1332176
fr-3,AFD,10,,,,,MAX HAVELAAR FRANCE,,0,0,outgoing,255993
fr-3,AFD,10,,,,gb-sc-sc030289,MERCY CORPS EUROPE,21,0,0,outgoing,2658649
fr-3,AFD,10,,,,,ORGANISATION DES N.U. ALIMENTATION & AGRICULTURE,,0,0,outgoing,1132503
fr-3,AFD,10,,,,,REPUBLIQUE D'ARMENIE,,0,0,outgoing,543401
fr-3,AFD,10,,,,,REPUBLIQUE D'OUZBEKISTAN,,0,0,outgoing,48956940
fr-3,AFD,10,,,,,REPUBLIQUE DE GUINEE,,0,0,outgoing,1132503
fr-3,AFD,10,,,,,REPUBLIQUE DEMOCRATIQUE DU CONGO,,0,0,outgoing,1831858
fr-3,AFD,10,,,,,REPUBLIQUE DEMOCRATIQUE POPULAIRE LAO,,0,0,outgoing,237114
fr-3,AFD,10,,,,,REPUBLIQUE DOMINICAINE,,0,0,outgoing,7404848
fr-3,AFD,10,,,,,REPUBLIQUE DU BURKINA FASO,,0,0,outgoing,4373271
fr-3,AFD,10,,,,,REPUBLIQUE DU GHANA,,0,0,outgoing,1173260
fr-3,AFD,10,,,,,REPUBLIQUE DU NIGER,,0,0,outgoing,11215862
fr-3,AFD,10,,,,,REPUBLIQUE DU SENEGAL,,0,0,outgoing,8417650
fr-3,AFD,10,,,,,REPUBLIQUE DU TCHAD,,0,0,outgoing,159990
fr-3,AFD,10,,,,,REPUBLIQUE FEDERALE ET DEMOCRATIQUE D'ETHIOPIE,,0,0,outgoing,1698754
fr-3,AFD,10,,,,,REPUBLIQUE ISLAMIQUE DE MAURITANIE,,0,0,outgoing,886231
fr-3,AFD,10,,,,,ROYAUME DU MAROC,,0,0,outgoing,51046031
fr-3,AFD,10,,,,,SECOURS CATHOLIQUE,,0,0,outgoing,684743
fr-3,AFD,10,,,,,"SOL, Alternatives Agroécologiques et Solidaires",,0,0,outgoing,190191
fr-3,AFD,10,,,,,SOLUTI Finance East Africa Limited,,0,0,outgoing,2610708
fr-3,AFD,10,,,,,SOS SAHEL International France,,0,0,outgoing,897460
fr-3,AFD,10,,,,,Terre & Humanisme,,0,0,outgoing,66570
fr-3,AFD,10,,,,nan,U.S. Government - Department of Agriculture,10,0,0,outgoing,745536
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,ALMA MATER STUDIORUM - UNIVERSITÀ DI BOLOGNA EPE,15,0,0,outgoing,214846
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,ANPER - AGENZIA NIGERINA DI PROMOZIONE DELL’ELETTRIFICAZIONE NEL,15,0,0,outgoing,872507
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,APIO SRL SRL,,0,0,outgoing,55032
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,ASES - Agricoltori Solidarietà e Sviluppo,22,0,0,outgoing,71834
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,ASSOCIAZIONE CENTRO ORIENTAMENTO EDUCATIVO ONG/ON,22,0,1,outgoing,1144076
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,Associazione Comunità Papa Giovanni XXIII- Condivisione fra i popoli ONLUS,22,0,0,outgoing,488649
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,Bioversity International,40,0,0,outgoing,606112
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,CARITAS ITALIANA,22,0,0,outgoing,69835
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,CBM ITALIA ONLUS,22,0,0,outgoing,1702078
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,CEFA - COMITATO EUROPEO PER LA FORMAZIONE E L'AGRICOLTURA ONG,22,0,0,outgoing,1687839
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,CENTRO LAICI ITALIANI PER LE MISSIONI ONG/ON,22,0,0,outgoing,1279854
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,CENTRO PER UN APPROPRIATO SVILUPPO TECNOLOGICO – CAST ONG,22,0,1,outgoing,977485
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,CENTRO REGIONALE D'INTERVENTO PER LA COOPERAZIONE ONLUS,22,0,0,outgoing,1132436
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,CIHEAM - CENTRO INTERNAZIONALE DI ALTI STUDI AGRONOMICI MEDITERRANEI,40,0,0,outgoing,11809020
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,CIHEAM - CENTRO INTERNAZIONALE DI ALTI STUDI AGRONOMICI MEDITERRANEI,40,0,1,outgoing,1009092
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,CISP - COMITATO INTERNAZIONALE PER LO SVILUPPO DEI POPOLI ONG/ON,22,0,0,outgoing,1526803
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,CISV - COMUNITÀ IMPEGNO SERVIZIO VOLONTARIO ONLUS,22,0,0,outgoing,1996619
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,COMUNE DI BERGAMO EPE,10,0,0,outgoing,666741
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,COMUNE DI FONTECCHIO ALT,10,0,0,outgoing,382759
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,COMUNE DI NUORO EPE,10,0,0,outgoing,647856
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,COMUNE DI PARMA ALT,10,0,0,outgoing,655063
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,COMUNE DI SAN BENEDETTO DEL TRONTO ALT,10,0,0,outgoing,682261
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,COMUNE DI TRICASE EPE,10,0,0,outgoing,458657
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,COMUNITÀ SOLIDALI NEL MONDO ONLUS – SNM ONLUS,22,0,0,outgoing,543136
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,COOPERMONDO - ASSOCIAZIONE PER LA COOPERAZIONE INTERNAZIONALE AL,22,0,0,outgoing,1197008
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,COSPE - COOPERAZIONE PAESI EMERGENTI ONLUS,22,0,0,outgoing,2192898
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,COSV - Coordinamento delle Organizzazioni per il Servizio Volontario,22,0,0,outgoing,1504853
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,Cooperazione e Sviluppo ONLUS - Africa Mission,22,0,0,outgoing,1210773
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,ETHIOPIAN PUBLIC HEALTH INSTITUTE (EPHI) - ETIOPIA ALT,15,0,0,outgoing,1063717
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,FOCSIV - FEDERAZIONE DEGLI ORGANISMI CRISTIANI SERVIZIO INTERNAZ,22,0,0,outgoing,506186
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,FONDAZIONE AVSI ONG/ON,22,0,0,outgoing,1069392
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,FONDAZIONE GIOVANNI PAOLO II ONLUS,22,0,0,outgoing,1135896
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,xm-dac-41301,Food and Agriculture Organization (FAO),40,0,0,outgoing,4346387
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,HELP CODE ITALIA ONLUS,22,0,0,outgoing,1098332
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,ICEI - ISTITUTO COOPERAZIONE ECONOMICA INTERNAZIONALE,22,0,0,outgoing,2208318
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,ISTITUTO OIKOS ONLUS,22,0,0,outgoing,1502295
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,ISTITUTO PER LA COOPERAZIONE UNIVERSITARIA ONLUS,22,0,0,outgoing,1139060
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,ISTITUTO SINDACALE PER LA COOPERAZIONE ALLO SVILUPPO ONG/ON,22,0,0,outgoing,1138586
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,xm-dac-41108,International Fund for Agricultural Development,40,0,0,outgoing,57844
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,xm-dac-41108,International Fund for Agricultural Development,40,0,1,outgoing,943046
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,LVIA - ASSOCIAZIONE INTERNAZIONALE VOLONTARI LAICI ONG/ON,22,0,0,outgoing,1071981
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,MEDICUS MUNDI ITALIA ONG/ON,22,0,0,outgoing,848078
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,"MIPAAFT - MINISTERO DELLE POLITICHE AGRICOLE ALIMENTARI, FORESTA",10,0,0,outgoing,145503
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,MOBIQUE SRL SRL,,0,0,outgoing,50963
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,MOFP - Ministero delle Finanze e Pianificazione territori palestinesi,10,0,0,outgoing,358779
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,NO ONE OUT - ( EX.SERVIZIO VOLONTARIO INTERNAZIONALE ) ONG/ON,22,0,0,outgoing,784272
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,OMVS - L'ORGANISATION POUR LA MISE EN VALEUR DU FLEUVE SENEGAL E,10,0,0,outgoing,2195341
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,OVERSEAS - ORGANIZZAZIONE PER LO SVILUPPO GLOBALE DI COMUNITÀ IN,22,0,0,outgoing,905411
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,OXFAM ITALIA ONG/ON,22,0,0,outgoing,2186361
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,REGGIO TERZO MONDO ONLUS ONG,22,0,0,outgoing,1104984
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,REGIONE PUGLIA,10,0,0,outgoing,511335
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,TREEDOM SRL SRL,,0,0,outgoing,44527
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,UNIONE DEI COMUNI DEL TRASIMENO EPE,10,0,0,outgoing,647770
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,UNIVERSITÀ DEGLI STUDI DI FIRENZE,15,0,0,outgoing,290341
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,xm-dac-41114,United Nations Development Programme,40,0,0,outgoing,2716778
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,xm-dac-41123,United Nations Industrial Development Organisation,40,0,0,outgoing,2745386
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,41aaa,United Nations Office for Project Services,40,0,0,outgoing,7590133
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,,VOLONTARIATO INTERNAZIONALE DONNA EDUCAZIONE SVILUPPO ONG/ON,22,0,1,outgoing,1104468
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,xm-dac-41140,World Food Programme,40,0,0,outgoing,9941705
xm-dac-6-4,AICS - Italian Agency for Cooperation and Development,10,,,,xm-dac-41140,World Food Programme,40,1,0,outgoing,4710570
nl-kvk-58076573,AUXFIN International B.V.,70,,,,,(Direct expenditure),,1,0,outgoing,122443
nl-kvk-58076573,AUXFIN International B.V.,70,xm-dac-7-ppr,Netherlands- Ministry of Foreign Affairs,10,,,,1,0,incoming,173168
ss-rrc-140,AVSI Foundation - South Sudan,21,,,,,(Direct expenditure),,0,0,outgoing,1440894
ss-rrc-140,AVSI Foundation - South Sudan,21,xm-dac-7,Ministry of Foreign Affairs of the Netherlands,10,,,,0,0,incoming,337520
gb-chc-1047501,Action Against Hunger,21,,,,,(Direct expenditure),,1,0,outgoing,119773
gb-chc-1047501,Action Against Hunger,21,,,,in-mha-083781496,AAH India,21,1,0,outgoing,304013
gb-chc-1047501,Action Against Hunger,21,,,,in-mha-083781496,Action Against Hunger India,21,1,0,outgoing,152895
gb-chc-1047501,Action Against Hunger,21,,,,us-ein-13-3327220,Action Against Hunger USA,21,1,0,outgoing,815761
gb-chc-1047501,Action Against Hunger,21,,,,fr-rcs-31899089200065,Action Contre la Faim,21,0,0,outgoing,7744285
gb-chc-1047501,Action Against Hunger,21,,,,fr-rcs-31899089200065,Action Contre la Faim,21,1,0,outgoing,18720362
gb-chc-1047501,Action Against Hunger,21,gb-gov-7,"Department for Environment, Food, and Rural Affairs",10,,,,1,0,incoming,162219
gb-chc-1047501,Action Against Hunger,21,gb-chc-1062638,Disasters Emergency Committee,22,,,,1,0,incoming,6623570
gb-chc-1047501,Action Against Hunger,21,no-brc-977538319,Norwegian Refugee Council,23,,,,1,0,incoming,812007
gb-chc-1047501,Action Against Hunger,21,gb-coh-213890,Save The Children UK,21,,,,1,0,incoming,270024
gb-chc-1047501,Action Against Hunger,21,gb-gov-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,,,,1,0,incoming,22581703
gb-chc-274467,ActionAid UK,21,,,,,ActionAid Mozambique,22,1,0,outgoing,679784
gb-chc-274467,ActionAid UK,21,,Kingdom of Belgium,10,,,,1,0,incoming,848688
gb-coh-2732176,"Adam Smith International is a global advisory company that works locally to transform lives by making economies stronger, societies more stable, and governments more effective.",70,,,,,(Direct expenditure),,1,0,outgoing,1677443
gb-coh-2732176,"Adam Smith International is a global advisory company that works locally to transform lives by making economies stronger, societies more stable, and governments more effective.",70,,,,,COAR Global Ltd,80,1,0,outgoing,29252
gb-coh-2732176,"Adam Smith International is a global advisory company that works locally to transform lives by making economies stronger, societies more stable, and governments more effective.",70,,,,,Crown Agents Financial Services,70,1,0,outgoing,20703
gb-coh-2732176,"Adam Smith International is a global advisory company that works locally to transform lives by making economies stronger, societies more stable, and governments more effective.",70,,,,,"Proximity International, LLC",70,1,0,outgoing,59440
gb-coh-2732176,"Adam Smith International is a global advisory company that works locally to transform lives by making economies stronger, societies more stable, and governments more effective.",70,,,,,Skotkonung Ltd,70,1,0,outgoing,79018
gb-coh-2732176,"Adam Smith International is a global advisory company that works locally to transform lives by making economies stronger, societies more stable, and governments more effective.",70,gb-gov-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,,,,1,0,incoming,1755459
xm-dac-46002,African Development Bank,40,,,,,AGENCE PANAFRICAINE DE LA GRANDE MURAILLVERTE (APGMV),,0,0,outgoing,479016
xm-dac-46002,African Development Bank,40,,,,,GOUV. DU SENEGAL /MINISTERE DEL'ECO. DES FINANCES ET DU PLAN,,0,0,outgoing,90795130
xm-dac-46002,African Development Bank,40,,,,,GOUV. DU SENEGAL /MINISTERE DEL'ECO. DES FINANCES ET DU PLAN,,0,1,outgoing,576822
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE CENTRAFRIQUE MINISTERE DE L'ECONOMIE ET DES FINANCES,10,0,0,outgoing,466698
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE CENTRAFRIQUEMINISTERE DE L'ECONOMIE ET DES FINANCES,,0,0,outgoing,1542224
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE CENTRAFRIQUEMINISTERE DE L'ECONOMIE ET DES FINANCES,,0,1,outgoing,131947
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE GUINEE,,0,0,outgoing,1062129
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE LA COTE D'IVOIRE MINISTERE DE L'ECONOMIE ET DES FINANCES,10,0,0,outgoing,11241
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE LA COTE D'IVOIRE MINISTERE DE L'ECONOMIE ET DES FINANCES,10,0,1,outgoing,197862
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE LA COTE D'IVOIREMINISTERE DE L'ECONOMIE ET DES FINANCES,,0,0,outgoing,106530649
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE LA COTE D'IVOIREMINISTERE DE L'ECONOMIE ET DES FINANCES,,0,1,outgoing,2339335
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE LA GUINEE-BISSAUMINISTERE DE L'ECONOMIE ET DES FINANCES,,0,1,outgoing,5587347
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE LA REPUBLIQUE DU BENINMINISTERE DES FINANCES,,0,0,outgoing,216308
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE LA REPUBLIQUE TUNISIENNE,,0,1,outgoing,16542574
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE MADAGASCAR MINISTERE DESFINANCES ET DE ECONOMIE DIR. TRESOR,,0,0,outgoing,12988048
xm-dac-46002,African Development Bank,40,,,,,"GOUVERNEMENT DE MAURITANIE MINISTERE DES ""FINANCES,DIRECTION DE LA DETTE EXTERIEU",,0,0,outgoing,995519
xm-dac-46002,African Development Bank,40,,,,,"GOUVERNEMENT DE MAURITANIE MINISTERE DES""FINANCES,DIRECTION DE LA DETTE EXTERIEU",,0,0,outgoing,253660
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DE REPUBLIQUE DEMOCRATIQUEDU CONGO MINISTERE DES FINANCES BUDGET,,0,0,outgoing,321386
xm-dac-46002,African Development Bank,40,,,,,GOUVERNEMENT DU CAMEROUNMINISTERE DE L'ECONOMIE ET DES FINANCES,,0,0,outgoing,38268226
xm-dac-46002,African Development Bank,40,,,,,GOVERNEMENT OF KENYA,,0,1,outgoing,68470867
xm-dac-46002,African Development Bank,40,,,,,GOVERNEMENT OF MOZAMBIQUE MINISTRY OF FINANCE,,0,0,outgoing,934494
xm-dac-46002,African Development Bank,40,,,,,GOVERNEMENT OF MOZAMBIQUE MINISTRY OF FINANCE,,0,1,outgoing,1660065
xm-dac-46002,African Development Bank,40,,,,,GOVERNEMENT OF MOZAMBIQUEMINISTRY OF FINANCE,,0,0,outgoing,2340843
xm-dac-46002,African Development Bank,40,,,,,GOVERNEMENT OF MOZAMBIQUEMINISTRY OF FINANCE,,0,1,outgoing,6440202
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF GAMBIA MINISTRY OF FINANCE AND TRADE,10,0,1,outgoing,1671212
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF GAMBIAMINISTRY OF FINANCE AND TRADE,,0,0,outgoing,918415
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF GAMBIAMINISTRY OF FINANCE AND TRADE,,0,1,outgoing,3548662
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF LIBERIA MINISTRY OF FINANCE,10,0,0,outgoing,639507
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF LIBERIAMINISTRY OF FINANCE,,0,0,outgoing,1855874
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF LIBERIAMINISTRY OF FINANCE,,0,1,outgoing,5286364
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF LYBIA,10,0,1,outgoing,278686
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF MAURITIUSMINISTRY OF FINANCE,,0,0,outgoing,47678
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF SOMALIAMINISTRY OF FINANCE,,0,0,outgoing,1380683
xm-dac-46002,African Development Bank,40,,,,,"GOVERNMENT OF SOUTH AFRICAMINISTRY OF FINANCE, DEPT. OF FINANCE",,0,0,outgoing,158454
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF SOUTH SUDAN,,0,0,outgoing,5353182
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF SWAZILANDMINISTRY OF FINANCE,,0,0,outgoing,40486866
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF TANZANIA,10,0,0,outgoing,42639624
xm-dac-46002,African Development Bank,40,,,,,GOVERNMENT OF ZIMBABWEMINISTRY OF FINANCE & ECON DEVELOPMENT,,0,1,outgoing,15234143
xm-dac-46002,African Development Bank,40,,,,,Gouvernement de Djibouti Ministère de l'Economie des Finances et de la Planification,,0,0,outgoing,404901
